Customer_ID,Date,Year,Month,State,City,Festival,Gender,Age_Group,Metal,Product_Type,Weight_g,Purity,Payment_Method,Store_Type,Quantity,Price_INR,Discount_%,Total_Amount_INR
182,2026-05-17,2026,5,Gujarat,Vadodara,Holi,Female,60+,Silver,Bar,50,18K,UPI,Jewelry Shop,1,79251,5,75288.45
183,2021-07-01,2021,7,Uttar Pradesh,Agra,Holi,Female,36-45,Gold,Coin,5,24K,UPI,Jewelry Shop,1,56945,3,55236.65
184,2026-08-12,2026,8,Gujarat,Vadodara,Dhanteras,Female,18-25,Gold,Coin,5,22K,Debit Card,Online,2,70400,5,133760.0
185,2026-11-05,2026,11,Maharashtra,Mumbai,Wedding Season,Female,46-60,Silver,Jewelry,50,18K,Debit Card,Jewelry Shop,2,73914,5,140436.6
186,2022-03-24,2022,3,Maharashtra,Nagpur,None,Male,26-35,Gold,Bar,10,18K,Cash,Jewelry Shop,1,61079,3,59246.63
187,2025-11-06,2025,11,Tamil Nadu,Coimbatore,Wedding Season,Male,60+,Silver,Jewelry,50,18K,Debit Card,Jewelry Shop,2,71123,2,139401.08
188,2022-02-21,2022,2,Maharashtra,Mumbai,Holi,Male,36-45,Gold,Coin,10,22K,UPI,Jewelry Shop,3,65849,0,197547.0
189,2022-04-13,2022,4,Uttar Pradesh,Kanpur,Akshaya Tritiya,Female,46-60,Silver,Bar,10,18K,Credit Card,Mall Store,2,84776,7,157683.36
190,2022-04-25,2022,4,Tamil Nadu,Chennai,Dhanteras,Female,26-35,Gold,Bar,50,22K,Cash,Mall Store,1,64763,2,63467.74
191,2022-12-11,2022,12,Delhi,New Delhi,Holi,Male,46-60,Gold,Coin,10,24K,Credit Card,Jewelry Shop,3,73627,7,205419.33
192,2025-04-22,2025,4,Tamil Nadu,Chennai,Holi,Female,46-60,Silver,Bar,50,22K,Debit Card,Jewelry Shop,2,63912,2,125267.52
193,2023-07-10,2023,7,Gujarat,Ahmedabad,Holi,Female,26-35,Gold,Coin,50,18K,UPI,Mall Store,2,61477,0,122954.0
194,2023-06-15,2023,6,Maharashtra,Nagpur,Wedding Season,Male,26-35,Silver,Coin,5,22K,Credit Card,Jewelry Shop,1,84236,5,80024.2
195,2024-12-07,2024,12,Rajasthan,Jaipur,None,Female,26-35,Silver,Bar,10,24K,Cash,Online,1,70662,2,69248.76
196,2024-04-13,2024,4,Tamil Nadu,Coimbatore,Akshaya Tritiya,Female,60+,Silver,Bar,5,24K,Debit Card,Online,3,84208,2,247571.52
197,2024-08-12,2024,8,Karnataka,Mangalore,Dhanteras,Female,46-60,Gold,Jewelry,20,18K,Debit Card,Jewelry Shop,1,62175,2,60931.5
198,2025-02-20,2025,2,Delhi,New Delhi,Wedding Season,Female,36-45,Gold,Bar,5,18K,UPI,Mall Store,3,70891,3,206292.81
199,2023-05-18,2023,5,Delhi,New Delhi,Wedding Season,Female,36-45,Gold,Coin,20,18K,Cash,Mall Store,2,73031,2,143140.76
200,2026-02-26,2026,2,Rajasthan,Udaipur,Diwali,Male,26-35,Silver,Coin,50,24K,Debit Card,Online,1,85180,0,85180.0
201,2025-01-16,2025,1,Uttar Pradesh,Lucknow,Akshaya Tritiya,Male,36-45,Silver,Bar,10,24K,Debit Card,Mall Store,2,72571,0,145142.0
202,2022-01-25,2022,1,Karnataka,Mangalore,Diwali,Male,46-60,Gold,Jewelry,10,18K,Cash,Mall Store,3,71829,0,215487.0
203,2025-09-26,2025,9,Uttar Pradesh,Kanpur,None,Male,46-60,Gold,Jewelry,10,22K,UPI,Mall Store,3,53251,3,154960.41
204,2025-04-17,2025,4,Rajasthan,Jaipur,Dhanteras,Male,18-25,Gold,Bar,5,18K,Cash,Jewelry Shop,2,63390,3,122976.6
205,2025-12-18,2025,12,Karnataka,Mangalore,Dhanteras,Male,18-25,Gold,Jewelry,5,18K,Debit Card,Jewelry Shop,2,62584,7,116406.24
206,2024-03-13,2024,3,Delhi,New Delhi,None,Male,36-45,Gold,Jewelry,10,18K,Debit Card,Jewelry Shop,2,62151,0,124302.0
207,2026-08-09,2026,8,Uttar Pradesh,Lucknow,None,Male,60+,Gold,Jewelry,20,22K,Cash,Jewelry Shop,2,70190,0,140380.0
208,2021-10-26,2021,10,Rajasthan,Udaipur,Diwali,Male,18-25,Silver,Coin,10,24K,UPI,Jewelry Shop,3,83761,2,246257.34
209,2022-09-18,2022,9,Tamil Nadu,Coimbatore,Akshaya Tritiya,Male,36-45,Silver,Jewelry,10,24K,Credit Card,Jewelry Shop,3,76554,5,218178.9
210,2023-09-29,2023,9,Tamil Nadu,Chennai,Diwali,Female,18-25,Silver,Coin,5,22K,Cash,Online,2,85368,2,167321.28
211,2026-10-20,2026,10,Maharashtra,Mumbai,None,Female,26-35,Gold,Coin,10,18K,Credit Card,Mall Store,2,61652,3,119604.88
212,2023-12-14,2023,12,Maharashtra,Pune,None,Male,46-60,Silver,Coin,20,24K,Debit Card,Mall Store,2,76591,7,142459.26
213,2022-04-18,2022,4,Gujarat,Surat,Dhanteras,Male,18-25,Gold,Jewelry,10,24K,Debit Card,Jewelry Shop,1,65881,7,61269.33
214,2024-08-11,2024,8,Delhi,New Delhi,Dhanteras,Female,36-45,Gold,Coin,5,18K,Credit Card,Online,3,54997,5,156741.45
215,2021-10-10,2021,10,Tamil Nadu,Chennai,Wedding Season,Female,36-45,Gold,Coin,5,18K,Debit Card,Online,3,62597,0,187791.0
216,2026-03-16,2026,3,Karnataka,Bangalore,Akshaya Tritiya,Female,26-35,Silver,Bar,10,24K,UPI,Jewelry Shop,2,82461,7,153377.46
217,2021-01-06,2021,1,Maharashtra,Mumbai,None,Female,36-45,Silver,Jewelry,10,18K,Cash,Jewelry Shop,3,85582,0,256746.0
218,2026-10-30,2026,10,Delhi,New Delhi,Wedding Season,Female,46-60,Gold,Bar,5,18K,UPI,Mall Store,1,63065,0,63065.0
219,2025-11-17,2025,11,Gujarat,Vadodara,None,Male,26-35,Silver,Coin,20,22K,Debit Card,Mall Store,3,64962,7,181243.98
220,2023-04-11,2023,4,Rajasthan,Udaipur,Dhanteras,Male,26-35,Silver,Jewelry,10,22K,Debit Card,Jewelry Shop,2,77446,2,151794.16
221,2023-12-22,2023,12,Delhi,New Delhi,Diwali,Male,26-35,Silver,Bar,20,18K,UPI,Online,2,72598,3,140840.12
222,2025-06-12,2025,6,Rajasthan,Udaipur,Holi,Male,36-45,Gold,Coin,10,24K,Debit Card,Jewelry Shop,3,57902,2,170231.88
223,2021-02-18,2021,2,Tamil Nadu,Chennai,Diwali,Male,26-35,Gold,Jewelry,50,22K,UPI,Mall Store,1,68134,2,66771.32
224,2025-12-22,2025,12,Tamil Nadu,Coimbatore,Dhanteras,Male,36-45,Gold,Jewelry,5,22K,UPI,Online,1,58005,2,56844.9
225,2025-10-14,2025,10,Tamil Nadu,Coimbatore,Dhanteras,Female,26-35,Silver,Jewelry,20,22K,Debit Card,Online,1,83853,5,79660.35
226,2021-09-07,2021,9,Maharashtra,Mumbai,Diwali,Female,46-60,Silver,Jewelry,50,24K,Cash,Mall Store,2,82271,7,153024.06
227,2026-06-09,2026,6,Rajasthan,Jaipur,Akshaya Tritiya,Female,46-60,Silver,Coin,10,24K,Credit Card,Mall Store,2,89835,5,170686.5
228,2023-08-12,2023,8,Gujarat,Ahmedabad,Dhanteras,Male,26-35,Silver,Bar,10,22K,UPI,Online,2,66847,7,124335.42
229,2024-07-26,2024,7,Tamil Nadu,Coimbatore,None,Female,60+,Silver,Jewelry,20,18K,Cash,Mall Store,1,72545,2,71094.1
230,2021-08-19,2021,8,Gujarat,Surat,Dhanteras,Male,18-25,Silver,Bar,50,24K,Credit Card,Mall Store,2,68491,0,136982.0
231,2021-03-31,2021,3,Gujarat,Ahmedabad,Dhanteras,Male,18-25,Silver,Bar,20,24K,Credit Card,Mall Store,1,85979,3,83399.63
232,2022-10-08,2022,10,Uttar Pradesh,Kanpur,None,Female,46-60,Gold,Bar,20,24K,Credit Card,Online,2,64145,3,124441.3
233,2022-12-29,2022,12,Uttar Pradesh,Agra,None,Male,60+,Gold,Coin,5,24K,Credit Card,Mall Store,2,65441,3,126955.54
234,2023-09-02,2023,9,Gujarat,Vadodara,Akshaya Tritiya,Female,26-35,Gold,Bar,5,18K,Credit Card,Jewelry Shop,1,68895,3,66828.15
235,2023-11-18,2023,11,Maharashtra,Nagpur,Diwali,Male,18-25,Gold,Coin,50,18K,Debit Card,Online,3,63047,0,189141.0
236,2026-05-18,2026,5,Delhi,New Delhi,Holi,Male,26-35,Silver,Coin,5,24K,Credit Card,Online,3,74339,5,211866.15
237,2022-10-22,2022,10,Karnataka,Mysore,None,Male,60+,Gold,Jewelry,20,18K,Debit Card,Mall Store,2,57506,2,112711.76
238,2022-02-19,2022,2,Maharashtra,Nashik,Akshaya Tritiya,Male,26-35,Gold,Coin,20,18K,Credit Card,Jewelry Shop,2,72338,2,141782.48
239,2022-09-22,2022,9,Gujarat,Ahmedabad,Diwali,Female,18-25,Gold,Coin,5,22K,Debit Card,Online,3,68895,7,192217.05
240,2026-04-24,2026,4,Maharashtra,Pune,Diwali,Female,46-60,Gold,Coin,50,18K,Credit Card,Online,3,58268,3,169559.88
241,2023-02-04,2023,2,Uttar Pradesh,Agra,Wedding Season,Male,36-45,Silver,Coin,50,22K,Cash,Jewelry Shop,2,71084,5,135059.6
242,2025-08-23,2025,8,Tamil Nadu,Chennai,Holi,Male,60+,Gold,Jewelry,50,18K,Debit Card,Mall Store,1,59603,3,57814.91
243,2021-05-23,2021,5,Uttar Pradesh,Kanpur,Holi,Male,18-25,Gold,Coin,10,24K,Cash,Online,2,70840,0,141680.0
244,2022-08-29,2022,8,Gujarat,Ahmedabad,Holi,Female,36-45,Silver,Bar,5,24K,Debit Card,Mall Store,3,66221,5,188729.85
245,2026-11-11,2026,11,Delhi,New Delhi,Wedding Season,Male,46-60,Silver,Jewelry,10,18K,UPI,Online,2,84766,0,169532.0
246,2025-04-18,2025,4,Tamil Nadu,Chennai,None,Female,60+,Silver,Bar,50,24K,Cash,Jewelry Shop,2,81714,5,155256.6
247,2023-09-01,2023,9,Delhi,New Delhi,Diwali,Female,36-45,Silver,Coin,5,22K,Credit Card,Jewelry Shop,2,68926,3,133716.44
248,2024-08-07,2024,8,Karnataka,Mysore,Akshaya Tritiya,Female,60+,Gold,Bar,5,24K,Debit Card,Online,1,63098,3,61205.06
249,2026-10-12,2026,10,Rajasthan,Udaipur,Dhanteras,Male,36-45,Silver,Bar,50,24K,UPI,Online,3,87347,3,254179.77
250,2025-01-16,2025,1,Gujarat,Ahmedabad,None,Male,36-45,Gold,Coin,50,18K,Debit Card,Mall Store,1,60589,5,57559.55
251,2022-12-29,2022,12,Maharashtra,Pune,Wedding Season,Female,36-45,Gold,Jewelry,20,18K,UPI,Jewelry Shop,2,67858,7,126215.88
252,2023-07-12,2023,7,Maharashtra,Nashik,None,Male,36-45,Gold,Bar,50,18K,UPI,Mall Store,3,59151,2,173903.94
253,2023-10-31,2023,10,Maharashtra,Nashik,Holi,Female,36-45,Gold,Coin,50,22K,Debit Card,Jewelry Shop,3,59508,0,178524.0
254,2022-02-24,2022,2,Gujarat,Surat,Diwali,Female,60+,Silver,Bar,20,22K,UPI,Jewelry Shop,3,87443,7,243965.97
255,2024-05-08,2024,5,Maharashtra,Nagpur,Dhanteras,Male,60+,Silver,Jewelry,5,18K,Debit Card,Mall Store,2,85130,3,165152.2
256,2023-11-29,2023,11,Karnataka,Mangalore,Wedding Season,Female,46-60,Gold,Bar,5,18K,Cash,Jewelry Shop,3,55255,5,157476.75
257,2025-01-08,2025,1,Uttar Pradesh,Agra,Holi,Female,26-35,Gold,Bar,10,22K,UPI,Jewelry Shop,3,75021,5,213809.85
258,2024-10-06,2024,10,Gujarat,Vadodara,None,Male,26-35,Silver,Coin,10,18K,Credit Card,Jewelry Shop,3,91330,2,268510.2
259,2022-04-28,2022,4,Rajasthan,Udaipur,Wedding Season,Male,60+,Silver,Bar,5,22K,Cash,Mall Store,3,74337,3,216320.67
260,2023-04-01,2023,4,Maharashtra,Nashik,Akshaya Tritiya,Female,60+,Silver,Coin,10,22K,Cash,Online,1,76661,2,75127.78
261,2026-01-26,2026,1,Delhi,New Delhi,Akshaya Tritiya,Male,26-35,Gold,Bar,10,22K,UPI,Online,3,62307,0,186921.0
262,2021-01-20,2021,1,Tamil Nadu,Coimbatore,Diwali,Male,36-45,Silver,Jewelry,20,18K,Cash,Online,2,78358,5,148880.2
263,2022-06-13,2022,6,Uttar Pradesh,Lucknow,Diwali,Female,60+,Gold,Bar,20,24K,UPI,Online,3,61970,3,180332.7
264,2024-10-15,2024,10,Karnataka,Mysore,Wedding Season,Male,36-45,Silver,Coin,20,24K,Cash,Jewelry Shop,3,90142,7,251496.18
265,2026-08-29,2026,8,Maharashtra,Mumbai,Dhanteras,Male,36-45,Gold,Bar,5,22K,Credit Card,Mall Store,1,61129,0,61129.0
266,2022-04-20,2022,4,Tamil Nadu,Chennai,Wedding Season,Female,46-60,Gold,Jewelry,20,22K,Cash,Online,3,55937,0,167811.0
267,2026-11-02,2026,11,Uttar Pradesh,Agra,Akshaya Tritiya,Male,46-60,Gold,Jewelry,5,22K,UPI,Online,2,67293,0,134586.0
268,2025-08-06,2025,8,Delhi,New Delhi,Akshaya Tritiya,Male,18-25,Gold,Bar,50,24K,Debit Card,Jewelry Shop,3,63549,2,186834.06
269,2026-07-17,2026,7,Gujarat,Ahmedabad,Dhanteras,Male,60+,Gold,Jewelry,5,22K,Cash,Jewelry Shop,1,60396,7,56168.28
270,2024-04-05,2024,4,Karnataka,Mysore,Akshaya Tritiya,Female,46-60,Silver,Bar,5,24K,UPI,Online,1,63964,2,62684.72
271,2024-01-04,2024,1,Rajasthan,Jaipur,None,Male,36-45,Gold,Coin,10,24K,Debit Card,Jewelry Shop,2,67862,5,128937.8
272,2022-11-15,2022,11,Delhi,New Delhi,Diwali,Male,18-25,Silver,Jewelry,5,22K,Debit Card,Mall Store,2,89921,5,170849.9
273,2022-06-20,2022,6,Uttar Pradesh,Kanpur,Wedding Season,Female,18-25,Gold,Coin,50,24K,UPI,Jewelry Shop,2,64679,7,120302.94
274,2023-07-07,2023,7,Uttar Pradesh,Kanpur,None,Female,60+,Gold,Bar,5,22K,Cash,Jewelry Shop,3,75126,7,209601.54
275,2021-02-17,2021,2,Karnataka,Mangalore,None,Male,60+,Silver,Coin,50,24K,UPI,Jewelry Shop,3,67318,7,187817.22
276,2025-03-31,2025,3,Karnataka,Bangalore,Wedding Season,Male,18-25,Silver,Coin,50,18K,Debit Card,Online,1,72938,7,67832.34
277,2021-03-14,2021,3,Rajasthan,Udaipur,Diwali,Female,46-60,Silver,Jewelry,5,24K,Credit Card,Mall Store,1,77708,5,73822.6
278,2026-02-05,2026,2,Tamil Nadu,Chennai,Akshaya Tritiya,Female,36-45,Silver,Bar,50,24K,UPI,Mall Store,2,74995,0,149990.0
279,2026-11-09,2026,11,Gujarat,Ahmedabad,Akshaya Tritiya,Male,18-25,Silver,Jewelry,50,24K,Debit Card,Online,3,78123,3,227337.93
280,2026-02-16,2026,2,Karnataka,Mangalore,Dhanteras,Female,18-25,Gold,Coin,5,18K,UPI,Jewelry Shop,1,59911,5,56915.45
281,2025-11-08,2025,11,Delhi,New Delhi,Holi,Female,60+,Silver,Jewelry,10,18K,Cash,Online,3,66674,0,200022.0
282,2025-06-18,2025,6,Delhi,New Delhi,Akshaya Tritiya,Female,46-60,Silver,Jewelry,10,22K,Credit Card,Mall Store,3,77959,2,229199.46
283,2024-04-05,2024,4,Tamil Nadu,Coimbatore,None,Female,26-35,Gold,Bar,10,18K,Credit Card,Mall Store,1,64434,7,59923.62
284,2026-12-27,2026,12,Maharashtra,Nagpur,Akshaya Tritiya,Female,18-25,Silver,Bar,5,24K,Debit Card,Online,3,86620,5,246867.0
285,2023-10-24,2023,10,Maharashtra,Pune,Dhanteras,Male,36-45,Gold,Jewelry,5,22K,Debit Card,Online,1,66346,3,64355.62
286,2021-07-12,2021,7,Tamil Nadu,Chennai,Wedding Season,Female,46-60,Silver,Bar,20,18K,UPI,Online,3,75461,3,219591.51
287,2023-03-16,2023,3,Uttar Pradesh,Kanpur,None,Male,36-45,Gold,Coin,10,18K,UPI,Online,1,71338,3,69197.86
288,2023-12-19,2023,12,Gujarat,Vadodara,Dhanteras,Male,60+,Gold,Coin,5,22K,Debit Card,Mall Store,1,66646,5,63313.7
289,2024-05-18,2024,5,Gujarat,Ahmedabad,Wedding Season,Female,18-25,Gold,Bar,20,18K,Cash,Online,3,67694,0,203082.0
290,2022-01-12,2022,1,Tamil Nadu,Chennai,Akshaya Tritiya,Male,26-35,Gold,Bar,20,22K,Credit Card,Jewelry Shop,3,68933,7,192323.07
291,2024-11-18,2024,11,Gujarat,Vadodara,Wedding Season,Male,60+,Silver,Bar,10,24K,Credit Card,Jewelry Shop,3,81332,0,243996.0
292,2026-10-19,2026,10,Rajasthan,Jaipur,Akshaya Tritiya,Female,46-60,Silver,Jewelry,20,18K,Cash,Jewelry Shop,3,70609,3,205472.19
293,2021-09-26,2021,9,Tamil Nadu,Chennai,Dhanteras,Male,46-60,Gold,Jewelry,10,18K,Debit Card,Mall Store,3,57545,7,160550.55
294,2021-12-25,2021,12,Rajasthan,Jaipur,Diwali,Male,26-35,Gold,Coin,5,18K,Cash,Jewelry Shop,2,53088,3,102990.72
295,2021-03-11,2021,3,Delhi,New Delhi,Wedding Season,Male,60+,Silver,Jewelry,5,18K,UPI,Mall Store,2,85241,5,161957.9
296,2024-05-19,2024,5,Rajasthan,Jaipur,Holi,Male,36-45,Silver,Coin,50,22K,UPI,Jewelry Shop,1,84094,3,81571.18
297,2024-04-23,2024,4,Gujarat,Vadodara,None,Male,36-45,Gold,Bar,20,24K,Cash,Online,3,60938,5,173673.3
298,2023-05-11,2023,5,Maharashtra,Pune,None,Female,26-35,Silver,Coin,10,24K,Cash,Online,3,82097,0,246291.0
299,2026-03-05,2026,3,Tamil Nadu,Coimbatore,None,Male,36-45,Gold,Bar,5,22K,UPI,Online,1,56200,7,52266.0
300,2023-08-19,2023,8,Uttar Pradesh,Agra,Diwali,Female,60+,Silver,Jewelry,10,22K,Debit Card,Jewelry Shop,2,78340,2,153546.4
301,2025-02-01,2025,2,Karnataka,Mangalore,Akshaya Tritiya,Female,26-35,Silver,Jewelry,20,24K,Cash,Mall Store,3,89356,2,262706.64
302,2024-09-20,2024,9,Uttar Pradesh,Agra,Wedding Season,Female,46-60,Silver,Coin,20,22K,UPI,Online,2,76633,2,150200.68
303,2023-12-15,2023,12,Uttar Pradesh,Agra,None,Male,18-25,Gold,Jewelry,5,18K,Debit Card,Mall Store,1,62804,7,58407.72
304,2022-09-01,2022,9,Gujarat,Ahmedabad,Akshaya Tritiya,Female,26-35,Silver,Bar,20,24K,Debit Card,Mall Store,3,85164,5,242717.4
305,2023-09-06,2023,9,Tamil Nadu,Chennai,Holi,Male,60+,Silver,Jewelry,50,24K,Cash,Mall Store,3,79351,0,238053.0
306,2023-08-08,2023,8,Tamil Nadu,Chennai,Diwali,Female,36-45,Silver,Jewelry,5,18K,Cash,Mall Store,1,77751,2,76195.98
307,2024-08-20,2024,8,Rajasthan,Udaipur,Diwali,Female,36-45,Silver,Bar,10,22K,Debit Card,Jewelry Shop,2,77716,0,155432.0
308,2024-12-16,2024,12,Tamil Nadu,Chennai,Akshaya Tritiya,Female,46-60,Silver,Bar,5,18K,Cash,Jewelry Shop,1,77655,7,72219.15
309,2022-09-08,2022,9,Gujarat,Ahmedabad,Dhanteras,Male,36-45,Gold,Bar,5,18K,Cash,Jewelry Shop,3,70592,3,205422.72
310,2023-05-14,2023,5,Rajasthan,Udaipur,Holi,Male,46-60,Gold,Jewelry,10,24K,Cash,Mall Store,3,71702,5,204350.7
311,2021-08-18,2021,8,Tamil Nadu,Chennai,Dhanteras,Female,26-35,Gold,Bar,50,18K,UPI,Mall Store,1,70001,7,65100.93
312,2026-04-15,2026,4,Uttar Pradesh,Agra,Wedding Season,Male,26-35,Silver,Coin,10,18K,Cash,Mall Store,1,69777,5,66288.15
313,2021-10-09,2021,10,Uttar Pradesh,Agra,Dhanteras,Female,46-60,Silver,Jewelry,5,24K,Cash,Mall Store,3,71209,3,207218.19
314,2021-06-09,2021,6,Rajasthan,Udaipur,Holi,Male,18-25,Gold,Coin,10,18K,UPI,Mall Store,1,75739,2,74224.22
315,2023-07-29,2023,7,Uttar Pradesh,Kanpur,Wedding Season,Female,36-45,Silver,Bar,5,22K,Cash,Jewelry Shop,1,77650,7,72214.5
316,2023-11-22,2023,11,Delhi,New Delhi,Dhanteras,Male,18-25,Gold,Bar,5,18K,UPI,Jewelry Shop,3,64629,7,180314.91
317,2025-10-12,2025,10,Uttar Pradesh,Lucknow,None,Female,36-45,Silver,Bar,50,18K,Credit Card,Mall Store,2,76664,0,153328.0
318,2026-05-31,2026,5,Karnataka,Mangalore,Dhanteras,Female,60+,Silver,Bar,50,22K,Credit Card,Mall Store,1,91260,5,86697.0
319,2026-01-04,2026,1,Karnataka,Mangalore,None,Male,18-25,Silver,Jewelry,50,22K,UPI,Online,1,87992,0,87992.0
320,2021-12-28,2021,12,Delhi,New Delhi,Diwali,Female,26-35,Gold,Coin,5,18K,UPI,Mall Store,2,60328,7,112210.08
321,2026-07-18,2026,7,Delhi,New Delhi,Wedding Season,Male,26-35,Silver,Bar,20,24K,UPI,Mall Store,3,86752,0,260256.0
322,2021-01-02,2021,1,Tamil Nadu,Chennai,Dhanteras,Male,36-45,Gold,Coin,20,18K,Debit Card,Jewelry Shop,2,58546,2,114750.16
323,2024-11-26,2024,11,Tamil Nadu,Chennai,Akshaya Tritiya,Female,26-35,Gold,Bar,10,22K,Debit Card,Mall Store,1,56578,7,52617.54
324,2021-10-24,2021,10,Maharashtra,Nagpur,Holi,Female,36-45,Gold,Jewelry,20,18K,Credit Card,Mall Store,3,69916,0,209748.0
325,2026-03-03,2026,3,Delhi,New Delhi,Holi,Male,46-60,Silver,Jewelry,20,24K,Debit Card,Mall Store,2,75554,5,143552.6
326,2021-02-09,2021,2,Rajasthan,Jaipur,None,Female,26-35,Gold,Coin,5,22K,Credit Card,Online,2,66576,3,129157.44
327,2024-01-08,2024,1,Tamil Nadu,Chennai,Dhanteras,Male,46-60,Silver,Bar,10,24K,Cash,Jewelry Shop,2,76983,2,150886.68
328,2022-03-13,2022,3,Gujarat,Ahmedabad,Diwali,Male,46-60,Gold,Bar,5,18K,UPI,Jewelry Shop,3,61459,3,178845.69
329,2023-01-20,2023,1,Karnataka,Mangalore,Holi,Female,46-60,Silver,Jewelry,10,24K,Debit Card,Jewelry Shop,3,82153,3,239065.23
330,2022-05-09,2022,5,Tamil Nadu,Chennai,None,Female,36-45,Silver,Bar,5,24K,Cash,Jewelry Shop,3,78646,2,231219.24
331,2023-12-13,2023,12,Tamil Nadu,Chennai,Dhanteras,Female,46-60,Silver,Bar,20,22K,Cash,Jewelry Shop,3,75381,3,219358.71
332,2024-02-20,2024,2,Delhi,New Delhi,Wedding Season,Male,60+,Silver,Jewelry,10,24K,Credit Card,Online,2,88241,3,171187.54
333,2021-02-09,2021,2,Tamil Nadu,Coimbatore,Dhanteras,Female,46-60,Silver,Jewelry,20,22K,Credit Card,Jewelry Shop,1,72298,2,70852.04
334,2023-06-02,2023,6,Tamil Nadu,Chennai,Akshaya Tritiya,Female,18-25,Silver,Coin,20,22K,Credit Card,Jewelry Shop,3,65734,2,193257.96
335,2023-03-26,2023,3,Tamil Nadu,Coimbatore,Holi,Male,36-45,Silver,Coin,20,18K,Debit Card,Mall Store,2,65525,0,131050.0
336,2022-08-17,2022,8,Delhi,New Delhi,Dhanteras,Female,46-60,Silver,Bar,50,24K,UPI,Online,2,87282,5,165835.8
337,2024-01-01,2024,1,Karnataka,Bangalore,Holi,Female,36-45,Silver,Coin,20,18K,Debit Card,Jewelry Shop,3,78202,3,227567.82
338,2023-10-28,2023,10,Gujarat,Ahmedabad,None,Male,26-35,Gold,Jewelry,50,24K,UPI,Online,3,61520,2,180868.8
339,2023-12-12,2023,12,Delhi,New Delhi,Holi,Male,18-25,Gold,Bar,50,22K,Cash,Online,3,65860,0,197580.0
340,2022-11-30,2022,11,Uttar Pradesh,Kanpur,Diwali,Male,36-45,Silver,Coin,50,22K,Credit Card,Mall Store,1,86843,2,85106.14
341,2025-11-17,2025,11,Delhi,New Delhi,Holi,Female,36-45,Gold,Coin,10,24K,Debit Card,Jewelry Shop,3,76529,5,218107.65
342,2026-11-14,2026,11,Karnataka,Mysore,Dhanteras,Female,36-45,Silver,Coin,5,18K,Debit Card,Jewelry Shop,2,67102,0,134204.0
343,2025-03-11,2025,3,Karnataka,Bangalore,Dhanteras,Female,60+,Silver,Coin,50,24K,Cash,Mall Store,3,71657,2,210671.58
344,2025-09-26,2025,9,Uttar Pradesh,Agra,None,Male,60+,Silver,Bar,20,22K,Credit Card,Jewelry Shop,1,75046,3,72794.62
345,2026-02-09,2026,2,Gujarat,Ahmedabad,Holi,Female,36-45,Gold,Bar,50,24K,Credit Card,Online,2,61693,0,123386.0
346,2022-05-28,2022,5,Gujarat,Ahmedabad,None,Female,18-25,Gold,Jewelry,5,24K,UPI,Jewelry Shop,1,60297,3,58488.09
347,2021-05-10,2021,5,Gujarat,Surat,Akshaya Tritiya,Male,26-35,Silver,Jewelry,20,22K,UPI,Mall Store,2,76007,3,147453.58
348,2023-10-17,2023,10,Delhi,New Delhi,Wedding Season,Female,26-35,Gold,Bar,5,24K,Debit Card,Mall Store,2,61193,0,122386.0
349,2022-10-12,2022,10,Rajasthan,Jaipur,None,Male,60+,Gold,Bar,5,22K,Debit Card,Mall Store,2,70139,3,136069.66
350,2023-08-25,2023,8,Karnataka,Bangalore,None,Female,36-45,Silver,Jewelry,10,22K,UPI,Jewelry Shop,3,64631,2,190015.14
351,2022-09-27,2022,9,Rajasthan,Jaipur,Akshaya Tritiya,Male,26-35,Gold,Jewelry,50,24K,Credit Card,Mall Store,3,59015,5,168192.75
352,2022-05-31,2022,5,Maharashtra,Pune,Wedding Season,Male,36-45,Silver,Bar,20,22K,Cash,Online,1,84000,7,78120.0
353,2026-06-11,2026,6,Uttar Pradesh,Kanpur,None,Female,60+,Silver,Coin,50,24K,Cash,Mall Store,1,86060,3,83478.2
354,2021-10-10,2021,10,Karnataka,Mysore,Holi,Male,46-60,Silver,Coin,20,18K,Credit Card,Jewelry Shop,3,72334,7,201811.86
355,2023-09-06,2023,9,Maharashtra,Nashik,Akshaya Tritiya,Male,60+,Gold,Coin,10,18K,Debit Card,Mall Store,3,57693,3,167886.63
356,2022-01-30,2022,1,Gujarat,Vadodara,Holi,Male,18-25,Silver,Jewelry,10,24K,Cash,Online,2,73474,3,142539.56
357,2026-06-30,2026,6,Delhi,New Delhi,Holi,Female,18-25,Gold,Coin,10,18K,UPI,Online,3,58431,5,166528.35
358,2025-08-31,2025,8,Gujarat,Vadodara,Akshaya Tritiya,Male,60+,Silver,Coin,5,18K,UPI,Jewelry Shop,2,67576,0,135152.0
359,2025-04-28,2025,4,Maharashtra,Mumbai,Dhanteras,Male,60+,Gold,Bar,10,18K,Cash,Mall Store,3,59671,2,175432.74
360,2026-02-22,2026,2,Uttar Pradesh,Agra,None,Female,18-25,Silver,Jewelry,10,18K,Debit Card,Mall Store,1,89380,7,83123.4
361,2024-07-14,2024,7,Karnataka,Mangalore,Holi,Female,36-45,Gold,Coin,50,18K,Credit Card,Mall Store,3,72380,5,206283.0
362,2026-01-28,2026,1,Gujarat,Vadodara,Wedding Season,Female,18-25,Gold,Bar,5,22K,UPI,Mall Store,3,67239,3,195665.49
